red_fighter_name,blue_fighter_name,winner,winner_encoded
Eliot Marshall,Vladimir Matyushenko,Blue,0
Duane Ludwig,Darren Elkins,Blue,0
John Howard,Daniel Roberts,Red,1
Brendan Schaub,Chase Gormley,Red,1
Mike Pierce,Julio Paulino,Red,1
Eric Schafer,Jason Brilz,Blue,0
Cain Velasquez,Antonio Rodrigo Nogueira,Red,1
Wanderlei Silva,Michael Bisping,Red,1
George Sotiropoulos,Joe Stevenson,Red,1
Ryan Bader,Keith Jardine,Red,1
Mirko Filipovic,Anthony Perosh,Red,1
Krzysztof Soszynski,Stephan Bonnar,Red,1
Chris Lytle,Brian Foster,Red,1
CB Dollaway,Goran Reljic,Red,1
James Te Huna,Igor Pokrajac,Red,1
Randy Couture,Mark Coleman,Red,1
Chael Sonnen,Nate Marquardt,Red,1
Paulo Thiago,Mike Swick,Red,1
Demian Maia,Dan Miller,Red,1
Matt Serra,Frank Trigg,Red,1
Mac Danzig,Justin Buchholz,Red,1
Melvin Guillard,Ronys Torres,Red,1
Rob Emerson,Phillipe Nover,Red,1
Phil Davis,Brian Stann,Red,1
Chris Tuchscherer,Tim Hague,Red,1
Joey Beltran,Rolles Gracie,Red,1
Gray Maynard,Nate Diaz,Red,1
Evan Dunham,Efrain Escudero,Red,1
Aaron Simpson,Tom Lawlor,Red,1
Amir Sadollah,Brad Blackburn,Red,1
Chris Leben,Jay Silva,Red,1
Rick Story,Jesse Lennox,Red,1
Rory MacDonald,Mike Guymon,Red,1
Rafael Dos Anjos,Kyle Bradley,Red,1
Gerald Harris,John Salter,Red,1
Nick Catone,Jesse Forbes,Red,1
Rashad Evans,Thiago Silva,Red,1
Paul Daley,Dustin Hazelett,Red,1
Sam Stout,Joe Lauzon,Red,1
Jim Miller,Duane Ludwig,Red,1
Junior Dos Santos,Gilbert Yvel,Red,1
Martin Kampmann,Jacob Volkmann,Red,1
Cole Miller,Dan Lauzon,Red,1
Mark Munoz,Ryan Jensen,Red,1
Jake Ellenberger,Mike Pyle,Red,1
Rafaello Oliveira,John Gunderson,Red,1
BJ Penn,Diego Sanchez,Red,1
Frank Mir,Cheick Kongo,Red,1
Jon Fitch,Mike Pierce,Red,1
Kenny Florian,Clay Guida,Red,1
Stefan Struve,Paul Buentello,Red,1
Alan Belcher,Wilson Gouveia,Red,1
Matt Wiman,Shane Nelson,Red,1
Johny Hendricks,Ricardo Funch,Red,1
Rousimar Palhares,Lucio Linhares,Red,1
DaMarques Johnson,Edgar Garcia,Red,1
TJ Grant,Kevin Burns,Red,1
Roy Nelson,Brendan Schaub,Red,1
Matt Hamill,Jon Jones,Red,1
Kevin Ferguson,Houston Alexander,Red,1
Frankie Edgar,Matt Veach,Red,1
Matt Mitrione,Marcus Jones,Red,1
James McSweeney,Darrill Schoonover,Red,1
Jon Madsen,Justin Wren,Red,1
Brian Stann,Rodney Wallace,Red,1
John Howard,Dennis Hallman,Red,1
Mark Bocek,Joe Brammer,Red,1
Forrest Griffin,Tito Ortiz,Red,1
Josh Koscheck,Anthony Johnson,Red,1
Paulo Thiago,Jacob Volkmann,Red,1
Rogerio Nogueira,Luiz Cane,Red,1
Amir Sadollah,Phil Baroni,Red,1
Ben Saunders,Marcus Davis,Red,1
Kendall Grove,Jake Rosholt,Red,1
Brian Foster,Brock Larson,Red,1
George Sotiropoulos,Jason Dent,Red,1
Randy Couture,Brandon Vera,Red,1
Dan Hardy,Mike Swick,Red,1
Michael Bisping,Denis Kang,Red,1
Matt Brown,James Wilks,Red,1
Ross Pearson,Aaron Riley,Red,1
John Hathaway,Paul Taylor,Red,1
Terry Etim,Shannon Gugerty,Red,1
Nick Osipczak,Matthew Riddle,Red,1
Dennis Siver,Paul Kelly,Red,1
Alexander Gustafsson,Jared Hamman,Red,1
Andre Winner,Rolando Delgado,Red,1
Lyoto Machida,Mauricio Rua,Red,1
Cain Velasquez,Ben Rothwell,Red,1
Gleison Tibau,Josh Neer,Red,1
Joe Stevenson,Spencer Fisher,Red,1
Anthony Johnson,Yoshiyuki Yoshida,Red,1
Ryan Bader,Eric Schafer,Red,1
Pat Barry,Antoni Hardonk,Red,1
Chael Sonnen,Yushin Okami,Red,1
Jorge Rivera,Rob Kimmons,Red,1
Kyle Kingsbury,Razak Al-Hassan,Red,1
Stefan Struve,Chase Gormley,Red,1
Vitor Belfort,Rich Franklin,Red,1
Junior Dos Santos,Mirko Filipovic,Red,1
Paul Daley,Martin Kampmann,Red,1
Josh Koscheck,Frank Trigg,Red,1
Tyson Griffin,Hermes Franca,Red,1
Efrain Escudero,Cole Miller,Red,1
Tomasz Drwal,Drew McFedries,Red,1
Jim Miller,Steve Lopez,Red,1
Nik Lentz,Rafaello Oliveira,Red,1
Rick Story,Brian Foster,Red,1
Eliot Marshall,Jason Brilz,Red,1
Vladimir Matyushenko,Igor Pokrajac,Red,1
Rafael Dos Anjos,Rob Emerson,Red,1
Nate Diaz,Melvin Guillard,Red,1
Gray Maynard,Roger Huerta,Red,1
Carlos Condit,Jake Ellenberger,Red,1
Nate Quarry,Tim Credeur,Red,1
Brian Stann,Steve Cantwell,Red,1
Mike Pyle,Chris Wilson,Red,1
CB Dollaway,Jay Silva,Red,1
Jeremy Stephens,Justin Buchholz,Red,1
Mike Pierce,Brock Larson,Red,1
Ryan Jensen,Steve Steinbeiss,Red,1
Antonio Rodrigo Nogueira,Randy Couture,Red,1
Thiago Silva,Keith Jardine,Red,1
Jake Rosholt,Chris Leben,Red,1
Nate Marquardt,Demian Maia,Red,1
Brandon Vera,Krzysztof Soszynski,Red,1
Aaron Simpson,Ed Herman,Red,1
Gabriel Gonzaga,Chris Tuchscherer,Red,1
Mike Russow,Justin McCully,Red,1
Todd Duffee,Tim Hague,Red,1
Mark Munoz,Nick Catone,Red,1
Evan Dunham,Marcus Aurelio,Red,1
BJ Penn,Kenny Florian,Red,1
Anderson Silva,Forrest Griffin,Red,1
Aaron Riley,Shane Nelson,Red,1
Johny Hendricks,Amir Sadollah,Red,1
Ricardo Almeida,Kendall Grove,Red,1
Kurt Pellegrino,Josh Neer,Red,1
John Howard,Tamdan McCrory,Red,1
Alessio Sakara,Thales Leites,Red,1
Matthew Riddle,Dan Cramer,Red,1
George Sotiropoulos,George Roop,Red,1
Jesse Lennox,Danillo Villefort,Red,1
Jon Fitch,Paulo Thiago,Red,1
Brock Lesnar,Frank Mir,Red,1
Georges St-Pierre,Thiago Alves,Red,1
Dan Henderson,Michael Bisping,Red,1
Yoshihiro Akiyama,Alan Belcher,Red,1
Mark Coleman,Stephan Bonnar,Red,1
Jim Miller,Mac Danzig,Red,1
Jon Jones,Jake O'Brien,Red,1
Dong Hyun Kim,TJ Grant,Red,1
Tom Lawlor,CB Dollaway,Red,1
Shannon Gugerty,Matt Grice,Red,1
Diego Sanchez,Clay Guida,Red,1
James Wilks,DaMarques Johnson,Red,1
Chris Lytle,Kevin Burns,Red,1
Ross Pearson,Andre Winner,Red,1
Joe Stevenson,Nate Diaz,Red,1
Melvin Guillard,Gleison Tibau,Red,1
Brad Blackburn,Edgar Garcia,Red,1
Tomasz Drwal,Mike Ciesnolevicz,Red,1
Nick Osipczak,Frank Lester,Red,1
Jason Dent,Cameron Dollar,Red,1
Rich Franklin,Wanderlei Silva,Red,1
Cain Velasquez,Cheick Kongo,Red,1
Mirko Filipovic,Mostapha Al-Turk,Red,1
Mike Swick,Ben Saunders,Red,1
Spencer Fisher,Caol Uno,Red,1
Dan Hardy,Marcus Davis,Red,1
Terry Etim,Justin Buchholz,Red,1
Dennis Siver,Dale Hartt,Red,1
Paul Taylor,Peter Sobotta,Red,1
Paul Kelly,Rolando Delgado,Red,1
Stefan Struve,Denis Stojnic,Red,1
John Hathaway,Rick Story,Red,1
Lyoto Machida,Rashad Evans,Red,1
Matt Hughes,Matt Serra,Red,1
Drew McFedries,Xavier Foupa-Pokam,Red,1
Chael Sonnen,Dan Miller,Red,1
Frankie Edgar,Sean Sherk,Red,1
Brock Larson,Mike Pyle,Red,1
Tim Hague,Pat Barry,Red,1
Kyle Bradley,Phillipe Nover,Red,1
Krzysztof Soszynski,Andre Gusmao,Red,1
Yoshiyuki Yoshida,Brandon Wolff,Red,1
George Roop,David Kaplan,Red,1
Anderson Silva,Thales Leites,Red,1
Sam Stout,Matt Wiman,Red,1
Mauricio Rua,Chuck Liddell,Red,1
Krzysztof Soszynski,Brian Stann,Red,1
Cheick Kongo,Antoni Hardonk,Red,1
Luiz Cane,Steve Cantwell,Red,1
Denis Kang,Xavier Foupa-Pokam,Red,1
Nate Quarry,Jason MacDonald,Red,1
Ed Herman,David Loiseau,Red,1
Mark Bocek,David Bielkheden,Red,1
TJ Grant,Ryo Chonan,Red,1
Eliot Marshall,Vinny Magalhaes,Red,1
Martin Kampmann,Carlos Condit,Red,1
Ryan Bader,Carmelo Marrero,Red,1
Tyson Griffin,Rafael Dos Anjos,Red,1
Cole Miller,Junie Browning,Red,1
Gleison Tibau,Jeremy Stephens,Red,1
Ricardo Almeida,Matt Horwich,Red,1
Brock Larson,Jesse Sanders,Red,1
Tim Credeur,Nick Catone,Red,1
Jorge Rivera,Nissen Osterneck,Red,1
Rob Kimmons,Joe Vedepo,Red,1
Aaron Simpson,Tim McKenzie,Red,1
Quinton Jackson,Keith Jardine,Red,1
Shane Carwin,Gabriel Gonzaga,Red,1
Matt Brown,Pete Sell,Red,1
Matt Hamill,Mark Munoz,Red,1
Gray Maynard,Jim Miller,Red,1
Tamdan McCrory,Ryan Madigan,Red,1
Kendall Grove,Jason Day,Red,1
Jason Brilz,Tim Boetsch,Red,1
Brandon Vera,Michael Patt,Red,1
Shane Nelson,Aaron Riley,Red,1
Diego Sanchez,Joe Stevenson,Red,1
Dan Hardy,Rory Markham,Red,1
Nate Marquardt,Wilson Gouveia,Red,1
Demian Maia,Chael Sonnen,Red,1
Paulo Thiago,Josh Koscheck,Red,1
Terry Etim,Brian Cobb,Red,1
Junior Dos Santos,Stefan Struve,Red,1
Evan Dunham,Per Eklund,Red,1
Mike Ciesnolevicz,Neil Grove,Red,1
Paul Kelly,Troy Mandaloniz,Red,1
Joe Lauzon,Jeremy Stephens,Red,1
Cain Velasquez,Denis Stojnic,Red,1
Josh Neer,Mac Danzig,Red,1
Anthony Johnson,Luigi Fioravanti,Red,1
Kurt Pellegrino,Rob Emerson,Red,1
Dan Miller,Jake Rosholt,Red,1
Matt Veach,Matt Grice,Red,1
Gleison Tibau,Rich Clementi,Red,1
Nick Catone,Derek Downey,Red,1
Matthew Riddle,Steve Bruno,Red,1
Georges St-Pierre,BJ Penn,Red,1
Lyoto Machida,Thiago Silva,Red,1
Jon Jones,Stephan Bonnar,Red,1
Clay Guida,Nate Diaz,Red,1
Jon Fitch,Akihiro Gono,Red,1
Thiago Tavares,Manvel Gamburyan,Red,1
John Howard,Chris Wilson,Red,1
Jake O'Brien,Christian Wellisch,Red,1
Dan Cramer,Matt Arroyo,Red,1
Dan Henderson,Rich Franklin,Red,1
Mauricio Rua,Mark Coleman,Red,1
Rousimar Palhares,Jeremy Horn,Red,1
Alan Belcher,Denis Kang,Red,1
Marcus Davis,Chris Lytle,Red,1
John Hathaway,Tom Egan,Red,1
Martin Kampmann,Alexandre Barros,Red,1
Eric Schafer,Antonio Mendes,Red,1
Tomasz Drwal,Ivan Serati,Red,1
Dennis Siver,Nate Mohr,Red,1
Rashad Evans,Forrest Griffin,Red,1
Frank Mir,Antonio Rodrigo Nogueira,Red,1
CB Dollaway,Mike Massenzio,Red,1
Quinton Jackson,Wanderlei Silva,Red,1
Cheick Kongo,Mostapha Al-Turk,Red,1
Yushin Okami,Dean Lister,Red,1
Antoni Hardonk,Mike Wessel,Red,1
Matt Hamill,Reese Andy,Red,1
Brad Blackburn,Ryo Chonan,Red,1
Pat Barry,Dan Evensen,Red,1
Efrain Escudero,Phillipe Nover,Red,1
Ryan Bader,Vinny Magalhaes,Red,1
Anthony Johnson,Kevin Burns,Red,1
Wilson Gouveia,Jason MacDonald,Red,1
Junie Browning,David Kaplan,Red,1
Krzysztof Soszynski,Shane Primm,Red,1
Eliot Marshall,Jules Bruchez,Red,1
Tom Lawlor,Kyle Kingsbury,Red,1
Shane Nelson,George Roop,Red,1
Rolando Delgado,John Polakowski,Red,1
Josh Koscheck,Yoshiyuki Yoshida,Red,1
Mike Swick,Jonathan Goulet,Red,1
Steve Cantwell,Razak Al-Hassan,Red,1
Tim Credeur,Nate Loughran,Red,1
Jim Miller,Matt Wiman,Red,1
Luigi Fioravanti,Brodie Farber,Red,1
Steve Bruno,Johnny Rees,Red,1
Ben Saunders,Brandon Wolff,Red,1
Dale Hartt,Corey Hill,Red,1
Justin McCully,Eddie Sanchez,Red,1
Brock Lesnar,Randy Couture,Red,1
Kenny Florian,Joe Stevenson,Red,1
Dustin Hazelett,Tamdan McCrory,Red,1
Gabriel Gonzaga,Josh Hendricks,Red,1
Demian Maia,Nate Quarry,Red,1
Aaron Riley,Jorge Gurgel,Red,1
Jeremy Stephens,Rafael Dos Anjos,Red,1
Mark Bocek,Alvin Robinson,Red,1
Matt Brown,Ryan Thomas,Red,1
Anderson Silva,Patrick Cote,Red,1
Thiago Alves,Josh Koscheck,Red,1
Gray Maynard,Rich Clementi,Red,1
Junior Dos Santos,Fabricio Werdum,Red,1
Sean Sherk,Tyson Griffin,Red,1
Thales Leites,Drew McFedries,Red,1
Spencer Fisher,Shannon Gugerty,Red,1
Dan Miller,Matt Horwich,Red,1
Hermes Franca,Marcus Aurelio,Red,1
Pete Sell,Joshua Burkman,Red,1
Michael Bisping,Chris Leben,Red,1
Keith Jardine,Brandon Vera,Red,1
Luiz Cane,Rameau Thierry Sokoudjou,Red,1
Chris Lytle,Paul Taylor,Red,1
Marcus Davis,Paul Kelly,Red,1
Dan Hardy,Akihiro Gono,Red,1
Shane Carwin,Neil Wain,Red,1
David Bielkheden,Jess Liaudin,Red,1
Terry Etim,Sam Stout,Red,1
Jim Miller,David Baron,Red,1
Per Eklund,Samy Schiavo,Red,1
Nate Diaz,Josh Neer,Red,1
Clay Guida,Mac Danzig,Red,1
Alan Belcher,Ed Herman,Red,1
Eric Schafer,Houston Alexander,Red,1
Alessio Sakara,Joe Vedepo,Red,1
Wilson Gouveia,Ryan Jensen,Red,1
Joe Lauzon,Kyle Bradley,Red,1
Jason Brilz,Brad Morris,Red,1
Mike Massenzio,Drew McFedries,Red,1
Dan Miller,Rob Kimmons,Red,1
Rashad Evans,Chuck Liddell,Red,1
Rich Franklin,Matt Hamill,Red,1
Dan Henderson,Rousimar Palhares,Red,1
Nate Marquardt,Martin Kampmann,Red,1
Dong Hyun Kim,Matt Brown,Red,1
Kurt Pellegrino,Thiago Tavares,Red,1
Tim Boetsch,Michael Patt,Red,1
Jason MacDonald,Jason Lambert,Red,1
Ryo Chonan,Roan Carneiro,Red,1
Georges St-Pierre,Jon Fitch,Red,1
Brock Lesnar,Heath Herring,Red,1
Rob Emerson,Manvel Gamburyan,Red,1
Kenny Florian,Roger Huerta,Red,1
Demian Maia,Jason MacDonald,Red,1
Tamdan McCrory,Luke Cummo,Red,1
Cheick Kongo,Dan Evensen,Red,1
Jon Jones,Andre Gusmao,Red,1
Chris Wilson,Steve Bruno,Red,1
Ben Saunders,Ryan Thomas,Red,1
Anderson Silva,James Irvin,Red,1
Brandon Vera,Reese Andy,Red,1
Frankie Edgar,Hermes Franca,Red,1
Cain Velasquez,Jake O'Brien,Red,1
Kevin Burns,Anthony Johnson,Red,1
CB Dollaway,Jesse Taylor,Red,1
Tim Credeur,Cale Yarbrough,Red,1
Rory Markham,Brodie Farber,Red,1
Nate Loughran,Johnny Rees,Red,1
Brad Blackburn,James Giboo,Red,1
Shannon Gugerty,Dale Hartt,Red,1
Forrest Griffin,Quinton Jackson,Red,1
Patrick Cote,Ricardo Almeida,Red,1
Joe Stevenson,Gleison Tibau,Red,1
Josh Koscheck,Chris Lytle,Red,1
Tyson Griffin,Marcus Aurelio,Red,1
Gabriel Gonzaga,Justin McCully,Red,1
Cole Miller,Jorge Gurgel,Red,1
Melvin Guillard,Dennis Siver,Red,1
Justin Buchholz,Corey Hill,Red,1
Kendall Grove,Evan Tanner,Red,1
Amir Sadollah,CB Dollaway,Red,1
Diego Sanchez,Luigi Fioravanti,Red,1
Spencer Fisher,Jeremy Stephens,Red,1
Matthew Riddle,Dante Rivera,Red,1
Dustin Hazelett,Joshua Burkman,Red,1
Drew McFedries,Marvin Eastman,Red,1
Matt Brown,Matt Arroyo,Red,1
Dean Lister,Jeremy Horn,Red,1
Rob Kimmons,Rob Yundt,Red,1
Thiago Alves,Matt Hughes,Red,1
Michael Bisping,Jason Day,Red,1
Mike Swick,Marcus Davis,Red,1
Thales Leites,Nate Marquardt,Red,1
Fabricio Werdum,Brandon Vera,Red,1
Martin Kampmann,Jorge Rivera,Red,1
Matt Wiman,Thiago Tavares,Red,1
Kevin Burns,Roan Carneiro,Red,1
Luiz Cane,Jason Lambert,Red,1
Paul Taylor,Jess Liaudin,Red,1
Antoni Hardonk,Eddie Sanchez,Red,1
BJ Penn,Sean Sherk,Red,1
Wanderlei Silva,Keith Jardine,Red,1
Goran Reljic,Wilson Gouveia,Red,1
Lyoto Machida,Tito Ortiz,Red,1
Thiago Silva,Antonio Mendes,Red,1
Rousimar Palhares,Ivan Salaverry,Red,1
Rameau Thierry Sokoudjou,Kazuhiro Nakamura,Red,1
Rich Clementi,Terry Etim,Red,1
Yoshiyuki Yoshida,War Machine,Red,1
Dong Hyun Kim,Jason Tan,Red,1
Shane Carwin,Christian Wellisch,Red,1
Georges St-Pierre,Matt Serra,Red,1
Rich Franklin,Travis Lutter,Red,1
Nate Quarry,Kalib Starnes,Red,1
Michael Bisping,Charles McCarthy,Red,1
Mac Danzig,Mark Bocek,Red,1
Jason MacDonald,Joe Doerksen,Red,1
Jason Day,Alan Belcher,Red,1
Demian Maia,Ed Herman,Red,1
Rich Clementi,Sam Stout,Red,1
Cain Velasquez,Brad Morris,Red,1
Jonathan Goulet,Kuniyoshi Hironaka,Red,1
Kenny Florian,Joe Lauzon,Red,1
Gray Maynard,Frankie Edgar,Red,1
Thiago Alves,Karo Parisyan,Red,1
Matt Hamill,Tim Boetsch,Red,1
Nate Diaz,Kurt Pellegrino,Red,1
James Irvin,Houston Alexander,Red,1
Josh Neer,Din Thomas,Red,1
Marcus Aurelio,Ryan Roberts,Red,1
Manvel Gamburyan,Jeff Cox,Red,1
Clay Guida,Samy Schiavo,Red,1
George Sotiropoulos,Roman Mitichyan,Red,1
Anthony Johnson,Tommy Speer,Red,1
Anderson Silva,Dan Henderson,Red,1
Heath Herring,Cheick Kongo,Red,1
Chris Leben,Alessio Sakara,Red,1
Yushin Okami,Evan Tanner,Red,1
Jon Fitch,Chris Wilson,Red,1
Andrei Arlovski,Jake O'Brien,Red,1
Luigi Fioravanti,Luke Cummo,Red,1
Josh Koscheck,Dustin Hazelett,Red,1
Diego Sanchez,David Bielkheden,Red,1
Jorge Gurgel,John Halverson,Red,1
Antonio Rodrigo Nogueira,Tim Sylvia,Red,1
Frank Mir,Brock Lesnar,Red,1
Nate Marquardt,Jeremy Horn,Red,1
Ricardo Almeida,Rob Yundt,Red,1
Tyson Griffin,Gleison Tibau,Red,1
Chris Lytle,Kyle Bradley,Red,1
Tim Boetsch,David Heath,Red,1
Marvin Eastman,Terry Martin,Red,1
Rob Emerson,Keita Nakamura,Red,1
Mike Swick,Joshua Burkman,Red,1
Patrick Cote,Drew McFedries,Red,1
Thiago Tavares,Michihiro Omigawa,Red,1
Nate Diaz,Alvin Robinson,Red,1
Kurt Pellegrino,Alberto Crane,Red,1
Gray Maynard,Dennis Siver,Red,1
Jeremy Stephens,Cole Miller,Red,1
Corey Hill,Joe Veres,Red,1
Matt Wiman,Justin Buchholz,Red,1
BJ Penn,Joe Stevenson,Red,1
Fabricio Werdum,Gabriel Gonzaga,Red,1
Marcus Davis,Jess Liaudin,Red,1
Wilson Gouveia,Jason Lambert,Red,1
Jorge Rivera,Kendall Grove,Red,1
Antoni Hardonk,Colin Robinson,Red,1
Paul Kelly,Paul Taylor,Red,1
Alessio Sakara,James Lee,Red,1
Sam Stout,Per Eklund,Red,1
Georges St-Pierre,Matt Hughes,Red,1
Chuck Liddell,Wanderlei Silva,Red,1
Eddie Sanchez,Soa Palelei,Red,1
Lyoto Machida,Rameau Thierry Sokoudjou,Red,1
Rich Clementi,Melvin Guillard,Red,1
James Irvin,Luiz Cane,Red,1
Manvel Gamburyan,Nate Mohr,Red,1
Dean Lister,Jordan Radev,Red,1
Roan Carneiro,Tony DeSouza,Red,1
Mark Bocek,Doug Evans,Red,1
Roger Huerta,Clay Guida,Red,1
Mac Danzig,Tommy Speer,Red,1
War Machine,Jared Rollins,Red,1
George Sotiropoulos,Billy Miles,Red,1
Ben Saunders,Dan Barrera,Red,1
Troy Mandaloniz,Richie Hightower,Red,1
Matt Arroyo,John Kolosci,Red,1
Roman Mitichyan,Dorian Price,Red,1
Jonathan Goulet,Paul Georgieff,Red,1
Rashad Evans,Michael Bisping,Red,1
Thiago Silva,Houston Alexander,Red,1
Karo Parisyan,Ryo Chonan,Red,1
Ed Herman,Joe Doerksen,Red,1
Frankie Edgar,Spencer Fisher,Red,1
Thiago Alves,Chris Lytle,Red,1
Joe Lauzon,Jason Reinhardt,Red,1
Marcus Aurelio,Luke Caudillo,Red,1
Akihiro Gono,Tamdan McCrory,Red,1
Anderson Silva,Rich Franklin,Red,1
Tim Sylvia,Brandon Vera,Red,1
Alvin Robinson,Jorge Gurgel,Red,1
Stephan Bonnar,Eric Schafer,Red,1
Alan Belcher,Kalib Starnes,Red,1
Yushin Okami,Jason MacDonald,Red,1
Demian Maia,Ryan Jensen,Red,1
Joshua Burkman,Forrest Petz,Red,1
Matt Grice,Jason Black,Red,1
Keith Jardine,Chuck Liddell,Red,1
Forrest Griffin,Mauricio Rua,Red,1
Jon Fitch,Diego Sanchez,Red,1
Lyoto Machida,Kazuhiro Nakamura,Red,1
Tyson Griffin,Thiago Tavares,Red,1
Rich Clementi,Anthony Johnson,Red,1
Jeremy Stephens,Diego Saraiva,Red,1
Christian Wellisch,Scott Junk,Red,1
Matt Wiman,Michihiro Omigawa,Red,1
Kenny Florian,Din Thomas,Red,1
Chris Leben,Terry Martin,Red,1
Nate Diaz,Junior Assuncao,Red,1
Nate Quarry,Pete Sell,Red,1
Luke Cummo,Edilberto de Oliveira,Red,1
Cole Miller,Leonard Garcia,Red,1
Gray Maynard,Joe Veres,Red,1
Thiago Alves,Kuniyoshi Hironaka,Red,1
Dustin Hazelett,Jonathan Goulet,Red,1
Quinton Jackson,Dan Henderson,Red,1
Michael Bisping,Matt Hamill,Red,1
Cheick Kongo,Mirko Filipovic,Red,1
Marcus Davis,Paul Taylor,Red,1
Houston Alexander,Alessio Sakara,Red,1
Gleison Tibau,Terry Etim,Red,1
Thiago Silva,Tomasz Drwal,Red,1
Dennis Siver,Naoyuki Kotani,Red,1
Jess Liaudin,Anthony Torres,Red,1
Randy Couture,Gabriel Gonzaga,Red,1
Georges St-Pierre,Josh Koscheck,Red,1
Roger Huerta,Alberto Crane,Red,1
Joe Stevenson,Kurt Pellegrino,Red,1
Patrick Cote,Kendall Grove,Red,1
Renato Sobral,David Heath,Red,1
Frank Mir,Antoni Hardonk,Red,1
Thales Leites,Ryan Jensen,Red,1
Clay Guida,Marcus Aurelio,Red,1
Kenny Florian,Alvin Robinson,Red,1
Anderson Silva,Nate Marquardt,Red,1
Sean Sherk,Hermes Franca,Red,1
Antonio Rodrigo Nogueira,Heath Herring,Red,1
Stephan Bonnar,Mike Nickels,Red,1
Jorge Gurgel,Diego Saraiva,Red,1
Chris Lytle,Jason Gilliam,Red,1
Frankie Edgar,Mark Bocek,Red,1
BJ Penn,Jens Pulver,Red,1
Nate Diaz,Manvel Gamburyan,Red,1
Thales Leites,Floyd Sword,Red,1
Roger Huerta,Doug Evans,Red,1
Joe Lauzon,Brandon Melendez,Red,1
Cole Miller,Andy Wang,Red,1
Leonard Garcia,Allen Berube,Red,1
Matt Wiman,Brian Geraghty,Red,1
Rich Franklin,Yushin Okami,Red,1
Forrest Griffin,Hector Ramirez,Red,1
Jason MacDonald,Rory Singer,Red,1
Tyson Griffin,Clay Guida,Red,1
Ed Herman,Scott Smith,Red,1
Marcus Davis,Jason Tan,Red,1
Eddie Sanchez,Colin Robinson,Red,1
Dustin Hazelett,Stevie Lynch,Red,1
Spencer Fisher,Sam Stout,Red,1
Jon Fitch,Roan Carneiro,Red,1
Drew McFedries,Jordan Radev,Red,1
Thiago Tavares,Jason Black,Red,1
Forrest Petz,Luigi Fioravanti,Red,1
Tamdan McCrory,Pete Spratt,Red,1
Gleison Tibau,Jeff Cox,Red,1
Anthony Johnson,Chad Reiner,Red,1
Nate Mohr,Luke Caudillo,Red,1
Quinton Jackson,Chuck Liddell,Red,1
Karo Parisyan,Joshua Burkman,Red,1
Terry Martin,Ivan Salaverry,Red,1
Houston Alexander,Keith Jardine,Red,1
Kalib Starnes,Chris Leben,Red,1
Thiago Silva,James Irvin,Red,1
Alan Belcher,Sean Salmon,Red,1
Din Thomas,Jeremy Stephens,Red,1
Wilson Gouveia,Carmelo Marrero,Red,1
Gabriel Gonzaga,Mirko Filipovic,Red,1
Andrei Arlovski,Fabricio Werdum,Red,1
Michael Bisping,Elvis Sinosic,Red,1
Lyoto Machida,David Heath,Red,1
Cheick Kongo,Assuerio Silva,Red,1
Terry Etim,Matt Grice,Red,1
Junior Assuncao,David Lee,Red,1
Alessio Sakara,Victor Valimaki,Red,1
Jess Liaudin,Dennis Siver,Red,1
Paul Taylor,Edilberto de Oliveira,Red,1
Matt Serra,Georges St-Pierre,Red,1
Josh Koscheck,Diego Sanchez,Red,1
Roger Huerta,Leonard Garcia,Red,1
Yushin Okami,Mike Swick,Red,1
Kendall Grove,Alan Belcher,Red,1
Heath Herring,Brad Imes,Red,1
Thales Leites,Pete Sell,Red,1
Marcus Davis,Pete Spratt,Red,1
Luke Cummo,Josh Haynes,Red,1
Joe Stevenson,Melvin Guillard,Red,1
Justin McCully,Antoni Hardonk,Red,1
Kenny Florian,Dokonjonosuke Mishima,Red,1
Wilson Gouveia,Seth Petruzelli,Red,1
Drew Fickett,Keita Nakamura,Red,1
Kurt Pellegrino,Nate Mohr,Red,1
Kuniyoshi Hironaka,Forrest Petz,Red,1
Roan Carneiro,Rich Clementi,Red,1
Thiago Tavares,Naoyuki Kotani,Red,1
Randy Couture,Tim Sylvia,Red,1
Martin Kampmann,Drew McFedries,Red,1
Rich Franklin,Jason MacDonald,Red,1
Matt Hughes,Chris Lytle,Red,1
Jason Lambert,Renato Sobral,Red,1
Matt Hamill,Rex Holman,Red,1
Jon Fitch,Luigi Fioravanti,Red,1
Gleison Tibau,Jason Dent,Red,1
Jamie Varner,Jason Gilliam,Red,1
Anderson Silva,Travis Lutter,Red,1
Mirko Filipovic,Eddie Sanchez,Red,1
Roger Huerta,John Halverson,Red,1
Quinton Jackson,Marvin Eastman,Red,1
Patrick Cote,Scott Smith,Red,1
Terry Martin,Jorge Rivera,Red,1
Frankie Edgar,Tyson Griffin,Red,1
Lyoto Machida,Sam Hoger,Red,1
Dustin Hazelett,Diego Saraiva,Red,1
Rashad Evans,Sean Salmon,Red,1
Jake O'Brien,Heath Herring,Red,1
Hermes Franca,Spencer Fisher,Red,1
Nate Marquardt,Dean Lister,Red,1
Joshua Burkman,Chad Reiner,Red,1
Ed Herman,Chris Price,Red,1
Din Thomas,Clay Guida,Red,1
Rich Clementi,Ross Pointon,Red,1
Chuck Liddell,Tito Ortiz,Red,1
Keith Jardine,Forrest Griffin,Red,1
Jason MacDonald,Chris Leben,Red,1
Andrei Arlovski,Marcio Cruz,Red,1
